id,factory_no,machine_no,serial_no,part_no,timestamp,status
5451,61424,35916,2024242CL4R0156661577860220,a42CL3R,2002-05-20T15:04:00.000Z,beta_engine
5452,254819,9289,2602342CL2R0156661577860220,a42CL5R,2001-10-31T12:41:00.000Z,beta_engine
5453,239157,7056,4218842CL6R0156661577860220,a42CL3R,2001-02-04T01:15:00.000Z,beta_engine
5454,135629,6379,4729042CL8R0156661577860220,a42CL6R,2001-11-17T08:50:00.000Z,beta_engine
5455,210109,29496,6467642CL7R0156661577860220,a42CL4R,2002-10-30T18:26:00.000Z,beta_engine
5456,77288,11293,1321842CL4R0156661577860220,a42CL4R,2002-06-25T10:29:00.000Z,beta_engine
5457,387970,7100,5386342CL4R0156661577860220,a42CL1R,2001-10-13T20:19:00.000Z,beta_engine
5458,190830,25827,3755442CL5R0156661577860220,a42CL5R,2002-09-14T02:23:00.000Z,beta_engine
5459,35155,14058,1398142CL9R0156661577860220,a42CL6R,2001-12-04T23:09:00.000Z,beta_engine
5460,82024,27610,3037242CL2R0156661577860220,a42CL9R,2002-05-05T03:13:00.000Z,beta_engine
5461,188411,15891,3943842CL7R0156661577860220,a42CL9R,2002-03-29T21:26:00.000Z,beta_engine
5462,63910,20297,2311542CL6R0156661577860220,a42CL4R,2001-11-18T11:01:00.000Z,beta_engine
5463,211603,7240,5116442CL1R0156661577860220,a42CL7R,2001-09-20T06:41:00.000Z,beta_engine
5464,25289,20651,3159942CL2R0156661577860220,a42CL7R,2001-11-04T20:57:00.000Z,beta_engine
5465,313299,1068,3430342CL3R0156661577860220,a42CL7R,2002-04-23T15:09:00.000Z,beta_engine
5466,67989,19677,4011042CL4R0156661577860220,a42CL6R,2001-12-21T08:45:00.000Z,beta_engine
5467,106561,4283,1503242CL7R0156661577860220,a42CL6R,2001-07-02T03:49:00.000Z,beta_engine
5468,155693,39132,1359442CL4R0156661577860220,a42CL4R,2001-12-08T03:19:00.000Z,beta_engine
5469,160102,26065,3666742CL2R0156661577860220,a42CL8R,2002-01-23T18:51:00.000Z,beta_engine
5470,200802,20585,134742CL1R0156661577860220,a42CL9R,2001-06-17T17:33:00.000Z,beta_engine
5471,464808,11169,6021142CL9R0156661577860220,a42CL3R,2001-12-08T10:09:00.000Z,beta_engine
5472,104402,69836,3596842CL8R0156661577860220,a42CL9R,2002-01-16T18:43:00.000Z,beta_engine
5473,147287,5743,2819942CL7R0156661577860220,a42CL1R,2002-08-27T11:41:00.000Z,beta_engine
5474,148987,12175,2895042CL5R0156661577860220,a42CL9R,2003-01-14T16:54:00.000Z,beta_engine
5475,310873,10225,362342CL9R0156661577860220,a42CL4R,2000-12-14T10:35:00.000Z,beta_engine
5476,45113,6531,2191542CL5R0156661577860220,a42CL1R,2002-07-27T13:49:00.000Z,beta_engine
5477,93984,21090,1110742CL3R0156661577860220,a42CL4R,2002-09-27T11:58:00.000Z,beta_engine
5478,169803,20472,448542CL2R0156661577860220,a42CL5R,2003-12-31T23:59:00.000Z,beta_engine
5479,49728,9994,3362242CL3R0156661577860220,a42CL9R,2002-02-06T09:06:00.000Z,beta_engine
5480,263172,17749,1727942CL9R0156661577860220,a42CL4R,2001-04-17T20:34:00.000Z,beta_engine
5481,90202,4336,1836142CL6R0156661577860220,a42CL7R,2002-05-18T19:03:00.000Z,beta_engine
5482,64049,8495,3027642CL5R0156661577860220,a42CL7R,2001-06-05T04:58:00.000Z,beta_engine
5483,275704,28558,5762942CL6R0156661577860220,a42CL2R,2001-09-29T12:16:00.000Z,beta_engine
5484,281869,31233,6366442CL2R0156661577860220,a42CL8R,2001-04-15T07:18:00.000Z,beta_engine
5485,155078,17826,5276342CL6R0156661577860220,a42CL9R,2001-07-23T09:48:00.000Z,beta_engine
5486,173404,1986,2389442CL3R0156661577860220,a42CL7R,2003-02-01T22:39:00.000Z,beta_engine
5487,65040,39278,106642CL6R0156661577860220,a42CL8R,2002-02-24T11:35:00.000Z,beta_engine
5488,78266,3325,6144342CL5R0156661577860220,a42CL1R,2002-01-02T16:43:00.000Z,beta_engine
5489,54063,5508,5327242CL2R0156661577860220,a42CL6R,2001-11-08T10:02:00.000Z,beta_engine
5490,53635,32860,102342CL3R0156661577860220,a42CL1R,2001-10-29T01:27:00.000Z,beta_engine
5491,58216,14007,1132242CL4R0156661577860220,a42CL2R,2001-12-16T05:15:00.000Z,beta_engine
5492,171419,5229,1952842CL9R0156661577860220,a42CL4R,2000-12-04T21:36:00.000Z,beta_engine
5493,99933,26190,5411042CL6R0156661577860220,a42CL2R,2001-04-11T13:16:00.000Z,beta_engine
5494,240933,8315,3330842CL7R0156661577860220,a42CL1R,2001-04-08T21:17:00.000Z,beta_engine
5495,117479,15979,3661642CL6R0156661577860220,a42CL9R,2002-02-07T05:47:00.000Z,beta_engine
5496,87245,19768,5237642CL2R0156661577860220,a42CL1R,2002-03-29T01:46:00.000Z,beta_engine
5497,103205,16101,483042CL4R0156661577860220,a42CL2R,2001-11-22T22:26:00.000Z,beta_engine
5498,215980,21340,74742CL7R0156661577860220,a42CL5R,2002-03-20T08:57:00.000Z,beta_engine
5499,146583,39313,215642CL2R0156661577860220,a42CL7R,2001-10-29T19:23:00.000Z,beta_engine
5500,120165,5583,6524242CL6R0156661577860220,a42CL8R,2001-10-08T15:45:00.000Z,beta_engine
5501,79528,11225,3555342CL2R0156661577860220,a42CL7R,2001-09-24T11:11:00.000Z,beta_engine
5502,563288,9336,1031742CL2R0156661577860220,a42CL2R,2002-05-15T10:37:00.000Z,beta_engine
5503,64080,11334,5269542CL5R0156661577860220,a42CL9R,2002-11-10T21:01:00.000Z,beta_engine
5504,50964,25586,2033642CL5R0156661577860220,a42CL6R,2001-11-16T14:28:00.000Z,beta_engine
5505,199463,17416,4762442CL5R0156661577860220,a42CL3R,2002-07-19T15:03:00.000Z,beta_engine
5506,94919,12783,6500642CL8R0156661577860220,a42CL1R,2002-04-28T00:39:00.000Z,beta_engine
5507,51583,16677,256842CL9R0156661577860220,a42CL4R,2001-08-16T01:56:00.000Z,beta_engine
5508,388748,20669,2379942CL2R0156661577860220,a42CL6R,2002-01-17T07:25:00.000Z,beta_engine
5509,137684,23973,5719942CL6R0156661577860220,a42CL7R,2002-03-30T02:31:00.000Z,beta_engine
5510,357244,42277,5353942CL8R0156661577860220,a42CL5R,2002-03-12T23:34:00.000Z,beta_engine
5511,54995,3897,5092842CL9R0156661577860220,a42CL9R,2003-07-15T01:03:00.000Z,beta_engine
5512,239792,17090,3592542CL4R0156661577860220,a42CL4R,2001-08-12T23:27:00.000Z,beta_engine
5513,202386,9056,1584642CL3R0156661577860220,a42CL2R,2001-08-07T19:24:00.000Z,beta_engine
5514,101753,9365,807942CL8R0156661577860220,a42CL6R,2002-01-13T01:28:00.000Z,beta_engine
5515,161564,33483,5438942CL3R0156661577860220,a42CL9R,2002-10-07T11:54:00.000Z,beta_engine
5516,67573,6955,2812742CL6R0156661577860220,a42CL2R,2002-03-11T20:48:00.000Z,beta_engine
5517,91073,4254,3312942CL5R0156661577860220,a42CL7R,2001-04-05T09:29:00.000Z,beta_engine
5518,371180,50607,6075642CL2R0156661577860220,a42CL6R,2002-04-16T09:35:00.000Z,beta_engine
5519,126894,39244,3758342CL1R0156661577860220,a42CL6R,2001-12-21T21:25:00.000Z,beta_engine
5520,84713,30423,4058942CL1R0156661577860220,a42CL8R,2001-03-30T18:29:00.000Z,beta_engine
5521,51655,13289,2870142CL3R0156661577860220,a42CL1R,2001-06-15T06:08:00.000Z,beta_engine
5522,72871,18491,3426742CL2R0156661577860220,a42CL1R,2002-02-19T23:30:00.000Z,beta_engine
5523,172033,7344,1215442CL9R0156661577860220,a42CL2R,2001-12-15T01:32:00.000Z,beta_engine
5524,55986,17920,3432442CL9R0156661577860220,a42CL7R,2003-02-02T18:27:00.000Z,beta_engine
5525,172105,29654,3927242CL4R0156661577860220,a42CL2R,2001-06-12T08:20:00.000Z,beta_engine
5526,159195,16969,3004742CL3R0156661577860220,a42CL2R,2002-09-03T04:16:00.000Z,beta_engine
5527,275785,12556,837842CL4R0156661577860220,a42CL1R,2001-09-24T15:07:00.000Z,beta_engine
5528,267300,16539,5562542CL8R0156661577860220,a42CL5R,2002-02-25T08:47:00.000Z,beta_engine
5529,105555,30983,6128442CL2R0156661577860220,a42CL3R,2001-09-28T03:20:00.000Z,beta_engine
5530,38166,6410,2433942CL2R0156661577860220,a42CL3R,2001-05-17T15:20:00.000Z,beta_engine
5531,188451,5726,5723742CL8R0156661577860220,a42CL6R,2001-10-30T16:16:00.000Z,beta_engine
5532,88930,7592,1677642CL6R0156661577860220,a42CL7R,2001-07-24T02:45:00.000Z,beta_engine
5533,231931,11369,3434242CL6R0156661577860220,a42CL3R,2002-09-05T15:18:00.000Z,beta_engine
5534,62658,3668,1421642CL4R0156661577860220,a42CL7R,2002-03-28T19:40:00.000Z,beta_engine
5535,41604,9864,5076042CL5R0156661577860220,a42CL7R,2001-07-27T20:02:00.000Z,beta_engine
5536,252431,3613,5668742CL3R0156661577860220,a42CL3R,2000-12-31T06:30:00.000Z,beta_engine
5537,439245,21429,4865542CL3R0156661577860220,a42CL3R,2001-12-04T16:16:00.000Z,beta_engine
5538,337547,37804,1737642CL4R0156661577860220,a42CL7R,2002-05-31T10:28:00.000Z,beta_engine
5539,72310,3832,4245242CL5R0156661577860220,a42CL5R,2001-06-19T06:05:00.000Z,beta_engine
5540,414934,7860,2193042CL4R0156661577860220,a42CL3R,2001-09-29T09:15:00.000Z,beta_engine
5541,64892,9737,3783642CL8R0156661577860220,a42CL3R,2001-08-24T12:16:00.000Z,beta_engine
5542,151128,5014,1443242CL6R0156661577860220,a42CL5R,2002-03-06T16:27:00.000Z,beta_engine
5543,140538,17501,1470242CL1R0156661577860220,a42CL9R,2001-11-03T16:35:00.000Z,beta_engine
5544,453985,2025,1605242CL1R0156661577860220,a42CL4R,2002-02-18T19:14:00.000Z,beta_engine
5545,35664,25159,5798242CL7R0156661577860220,a42CL9R,2001-05-30T00:02:00.000Z,beta_engine
5546,451395,17552,1306642CL7R0156661577860220,a42CL8R,2001-02-25T05:37:00.000Z,beta_engine
5547,87464,28003,482342CL8R0156661577860220,a42CL3R,2002-06-23T04:16:00.000Z,beta_engine
5548,269423,8508,1362842CL2R0156661577860220,a42CL1R,2002-06-04T03:31:00.000Z,beta_engine
5549,177251,39787,3014142CL1R0156661577860220,a42CL7R,2002-03-23T07:32:00.000Z,beta_engine
5550,119392,16804,550442CL1R0156661577860220,a42CL7R,2001-10-13T08:21:00.000Z,beta_engine
5551,201831,15417,4542742CL4R0156661577860220,a42CL6R,2001-11-09T08:07:00.000Z,beta_engine
5552,21288,4211,3667042CL6R0156661577860220,a42CL6R,2000-12-20T23:44:00.000Z,beta_engine
5553,71480,4323,695042CL5R0156661577860220,a42CL9R,2001-01-31T05:12:00.000Z,beta_engine
5554,90690,36443,3766942CL4R0156661577860220,a42CL7R,2001-03-29T22:23:00.000Z,beta_engine
5555,222946,10061,1615542CL9R0156661577860220,a42CL1R,2001-07-12T14:24:00.000Z,beta_engine
5556,144556,5731,5703342CL7R0156661577860220,a42CL5R,2002-08-25T01:52:00.000Z,beta_engine
5557,61457,8369,444842CL5R0156661577860220,a42CL4R,2001-10-14T02:00:00.000Z,beta_engine
5558,164806,41773,1304642CL4R0156661577860220,a42CL3R,2002-04-05T13:44:00.000Z,beta_engine
5559,57011,8992,1654242CL5R0156661577860220,a42CL5R,2001-10-26T09:33:00.000Z,beta_engine
5560,203079,17613,2034342CL6R0156661577860220,a42CL9R,2002-02-12T23:35:00.000Z,beta_engine
5561,29963,29283,5824442CL7R0156661577860220,a42CL5R,2001-04-12T16:48:00.000Z,beta_engine
5562,182543,17425,2463742CL5R0156661577860220,a42CL6R,2002-07-17T01:11:00.000Z,beta_engine
5563,116128,15738,6420842CL1R0156661577860220,a42CL6R,2001-04-27T04:26:00.000Z,beta_engine
5564,61352,23030,1503542CL5R0156661577860220,a42CL6R,2001-09-07T11:47:00.000Z,beta_engine
5565,258826,22878,3177042CL2R0156661577860220,a42CL2R,2002-09-04T08:59:00.000Z,beta_engine
5566,103003,650,1920442CL2R0156661577860220,a42CL7R,2001-11-20T14:07:00.000Z,beta_engine
5567,336771,23432,965642CL9R0156661577860220,a42CL8R,2001-08-11T16:02:00.000Z,beta_engine
5568,56872,1044,6291142CL9R0156661577860220,a42CL4R,2001-08-23T05:43:00.000Z,beta_engine
5569,110940,4196,2088142CL5R0156661577860220,a42CL8R,2001-11-24T08:58:00.000Z,beta_engine
5570,177571,846,6426842CL2R0156661577860220,a42CL1R,2002-08-21T12:50:00.000Z,beta_engine
5571,85575,15056,3827142CL8R0156661577860220,a42CL9R,2001-06-02T11:57:00.000Z,beta_engine
5572,94072,14770,5856042CL5R0156661577860220,a42CL3R,2001-08-14T03:18:00.000Z,beta_engine
5573,375401,35339,6378742CL2R0156661577860220,a42CL4R,2002-01-09T07:15:00.000Z,beta_engine
5574,118998,18518,6046942CL5R0156661577860220,a42CL6R,2001-12-16T13:32:00.000Z,beta_engine
5575,137580,8851,6035342CL1R0156661577860220,a42CL3R,2002-06-03T22:01:00.000Z,beta_engine
5576,39958,6847,3210342CL9R0156661577860220,a42CL4R,2002-01-30T00:30:00.000Z,beta_engine
5577,123544,56776,445142CL9R0156661577860220,a42CL4R,2002-02-01T23:37:00.000Z,beta_engine
5578,140814,4436,3827442CL8R0156661577860220,a42CL3R,2001-09-17T03:35:00.000Z,beta_engine
5579,144792,17066,612342CL4R0156661577860220,a42CL8R,2002-01-01T03:15:00.000Z,beta_engine
5580,299327,24939,3138242CL6R0156661577860220,a42CL8R,2002-06-30T05:17:00.000Z,beta_engine
5581,262034,8710,1803342CL5R0156661577860220,a42CL3R,2002-01-04T11:12:00.000Z,beta_engine
5582,241790,14135,1262542CL8R0156661577860220,a42CL3R,2002-04-23T13:56:00.000Z,beta_engine
5583,84791,5249,1645942CL5R0156661577860220,a42CL7R,2002-07-15T10:59:00.000Z,beta_engine
5584,114827,21598,2772442CL9R0156661577860220,a42CL7R,2002-09-19T20:47:00.000Z,beta_engine
5585,266659,31639,4606742CL4R0156661577860220,a42CL9R,2002-05-23T09:44:00.000Z,beta_engine
5586,109247,60138,523942CL2R0156661577860220,a42CL8R,2002-05-20T06:07:00.000Z,beta_engine
5587,40635,28220,6528742CL5R0156661577860220,a42CL6R,2002-02-01T13:53:00.000Z,beta_engine
5588,61640,34764,6324542CL4R0156661577860220,a42CL2R,2001-07-22T22:35:00.000Z,beta_engine
5589,76966,13958,5359642CL7R0156661577860220,a42CL6R,2001-10-03T12:32:00.000Z,beta_engine
5590,246549,3124,4056442CL8R0156661577860220,a42CL7R,2002-01-29T17:32:00.000Z,beta_engine
5591,282953,6348,1569442CL3R0156661577860220,a42CL1R,2001-07-12T23:45:00.000Z,beta_engine
5592,142588,13382,4767042CL5R0156661577860220,a42CL9R,2002-01-24T08:57:00.000Z,beta_engine
5593,387875,20576,5533542CL3R0156661577860220,a42CL2R,2001-04-03T07:38:00.000Z,beta_engine
5594,91525,968,4276142CL2R0156661577860220,a42CL3R,2002-02-21T03:18:00.000Z,beta_engine
5595,129976,22798,4899342CL9R0156661577860220,a42CL8R,2002-02-16T09:38:00.000Z,beta_engine
5596,182409,7160,1246442CL6R0156661577860220,a42CL5R,2000-08-15T15:53:00.000Z,beta_engine
5597,235195,9359,6125642CL7R0156661577860220,a42CL6R,2002-04-14T15:00:00.000Z,beta_engine
5598,74003,43510,4976842CL4R0156661577860220,a42CL8R,2001-08-07T15:44:00.000Z,beta_engine
5599,210621,4729,55642CL3R0156661577860220,a42CL4R,2001-10-06T08:08:00.000Z,beta_engine
5600,63253,12717,2940742CL9R0156661577860220,a42CL1R,2001-09-08T08:20:00.000Z,beta_engine
5601,265554,10907,4765542CL4R0156661577860220,a42CL1R,2001-07-26T07:54:00.000Z,beta_engine
5602,61837,2466,3050942CL6R0156661577860220,a42CL4R,2001-07-30T04:45:00.000Z,beta_engine
5603,37133,17390,5060942CL6R0156661577860220,a42CL9R,2001-10-12T04:57:00.000Z,beta_engine
5604,79129,22607,345942CL2R0156661577860220,a42CL3R,2002-01-14T05:54:00.000Z,beta_engine
5605,66429,4184,5413642CL6R0156661577860220,a42CL8R,2001-07-27T22:13:00.000Z,beta_engine
5606,209690,17331,4636342CL9R0156661577860220,a42CL3R,2001-09-28T23:15:00.000Z,beta_engine
5607,85593,24284,3258742CL4R0156661577860220,a42CL6R,2001-12-21T01:37:00.000Z,beta_engine
5608,387307,27616,1505342CL3R0156661577860220,a42CL2R,2001-09-13T11:42:00.000Z,beta_engine
5609,62870,18681,2404242CL8R0156661577860220,a42CL7R,2001-11-16T19:43:00.000Z,beta_engine
5610,102233,6506,2437342CL4R0156661577860220,a42CL4R,2001-10-21T12:59:00.000Z,beta_engine
5611,78292,6494,2367742CL8R0156661577860220,a42CL3R,2002-03-23T09:32:00.000Z,beta_engine
5612,96514,12978,5114442CL7R0156661577860220,a42CL1R,2002-01-28T13:41:00.000Z,beta_engine
5613,176821,61577,667742CL6R0156661577860220,a42CL7R,2002-09-21T11:54:00.000Z,beta_engine
5614,102279,12341,3933042CL9R0156661577860220,a42CL7R,2002-06-01T17:27:00.000Z,beta_engine
5615,205579,32142,1831742CL6R0156661577860220,a42CL1R,2002-03-30T16:40:00.000Z,beta_engine
5616,94181,59481,4556042CL5R0156661577860220,a42CL9R,2002-04-21T16:23:00.000Z,beta_engine
5617,200591,4190,904242CL3R0156661577860220,a42CL6R,2001-09-23T10:50:00.000Z,beta_engine
5618,258035,9172,4681642CL2R0156661577860220,a42CL1R,2001-11-23T15:05:00.000Z,beta_engine
5619,225631,53153,1010642CL7R0156661577860220,a42CL4R,2002-01-24T13:05:00.000Z,beta_engine
5620,709174,7936,3042CL1R0156661577860220,a42CL3R,2002-07-10T09:27:00.000Z,beta_engine
5621,84292,30447,3101542CL7R0156661577860220,a42CL5R,2002-01-23T10:54:00.000Z,beta_engine
5622,159427,19498,729342CL8R0156661577860220,a42CL2R,2002-06-24T08:07:00.000Z,beta_engine
5623,105637,18802,2188142CL3R0156661577860220,a42CL7R,2001-09-28T17:02:00.000Z,beta_engine
5624,65115,67075,5427642CL1R0156661577860220,a42CL9R,2001-09-06T13:04:00.000Z,beta_engine
5625,105532,13156,5765942CL3R0156661577860220,a42CL1R,2002-04-01T13:54:00.000Z,beta_engine
5626,218575,10786,3373542CL4R0156661577860220,a42CL6R,2001-03-29T19:37:00.000Z,beta_engine
5627,141745,7372,411942CL6R0156661577860220,a42CL2R,2001-05-30T17:30:00.000Z,beta_engine
5628,154355,2764,6003942CL9R0156661577860220,a42CL9R,2001-10-07T13:41:00.000Z,beta_engine
5629,17600,10495,3357142CL4R0156661577860220,a42CL5R,2002-03-28T14:33:00.000Z,beta_engine
5630,164155,17627,805142CL3R0156661577860220,a42CL5R,2002-08-06T12:53:00.000Z,beta_engine
5631,87601,12550,563442CL3R0156661577860220,a42CL3R,2001-03-16T07:18:00.000Z,beta_engine
5632,47253,17844,5188442CL7R0156661577860220,a42CL4R,2001-10-05T07:23:00.000Z,beta_engine
5633,244683,30104,3060342CL6R0156661577860220,a42CL7R,2002-05-04T05:42:00.000Z,beta_engine
5634,289730,23660,2304542CL2R0156661577860220,a42CL6R,2002-02-15T17:12:00.000Z,beta_engine
5635,197133,10879,3969442CL7R0156661577860220,a42CL5R,2001-08-10T04:00:00.000Z,beta_engine
5636,188974,6855,3038442CL5R0156661577860220,a42CL9R,2001-02-03T13:08:00.000Z,beta_engine
5637,14873,23435,4116342CL1R0156661577860220,a42CL4R,2001-11-05T04:13:00.000Z,beta_engine
5638,258206,49964,1024842CL6R0156661577860220,a42CL7R,2001-03-02T19:04:00.000Z,beta_engine
5639,92903,2856,2722542CL5R0156661577860220,a42CL7R,2002-01-17T00:45:00.000Z,beta_engine
5640,108866,63714,99442CL5R0156661577860220,a42CL7R,2001-12-17T13:44:00.000Z,beta_engine
5641,149133,32272,2030842CL7R0156661577860220,a42CL4R,2002-02-11T03:56:00.000Z,beta_engine
5642,63352,11699,3969342CL5R0156661577860220,a42CL6R,2001-11-12T16:32:00.000Z,beta_engine
5643,31906,24841,5158442CL7R0156661577860220,a42CL4R,2003-10-11T19:10:00.000Z,beta_engine
5644,126055,4104,2512442CL2R0156661577860220,a42CL2R,2001-10-20T14:28:00.000Z,beta_engine
5645,228937,5922,3753442CL5R0156661577860220,a42CL2R,2001-05-26T14:00:00.000Z,beta_engine
5646,106474,31937,276242CL2R0156661577860220,a42CL6R,2001-08-06T20:14:00.000Z,beta_engine
5647,68720,16319,3166042CL8R0156661577860220,a42CL1R,2001-02-24T02:08:00.000Z,beta_engine
5648,213035,8337,2681542CL5R0156661577860220,a42CL4R,2002-03-16T16:53:00.000Z,beta_engine
5649,132251,8277,1543942CL2R0156661577860220,a42CL7R,2002-01-17T17:28:00.000Z,beta_engine
5650,140639,20078,1649442CL4R0156661577860220,a42CL4R,2001-12-09T13:45:00.000Z,beta_engine
5651,234967,12606,2529442CL2R0156661577860220,a42CL9R,2001-06-10T13:11:00.000Z,beta_engine
5652,86735,5840,1342142CL9R0156661577860220,a42CL6R,2001-07-15T16:13:00.000Z,beta_engine
5653,89154,23368,4643342CL8R0156661577860220,a42CL5R,2002-07-01T12:14:00.000Z,beta_engine
5654,54830,18658,1611342CL9R0156661577860220,a42CL8R,2002-03-04T10:19:00.000Z,beta_engine
5655,108129,14127,2544842CL8R0156661577860220,a42CL5R,2003-02-05T07:50:00.000Z,beta_engine
5656,113355,2099,5738742CL5R0156661577860220,a42CL3R,2002-01-16T17:31:00.000Z,beta_engine
5657,113035,8968,3849542CL4R0156661577860220,a42CL7R,2001-02-12T11:47:00.000Z,beta_engine
5658,29255,17771,2229642CL1R0156661577860220,a42CL8R,2001-12-25T02:04:00.000Z,beta_engine
5659,230952,13840,3457842CL1R0156661577860220,a42CL9R,2003-01-13T09:04:00.000Z,beta_engine
5660,46123,12246,1090142CL1R0156661577860220,a42CL7R,2001-06-01T22:51:00.000Z,beta_engine
5661,169287,37887,3950542CL5R0156661577860220,a42CL1R,2000-12-03T09:15:00.000Z,beta_engine
5662,161678,16418,4252942CL2R0156661577860220,a42CL6R,2001-09-03T19:03:00.000Z,beta_engine
5663,220926,4312,3457642CL3R0156661577860220,a42CL1R,2001-03-15T01:31:00.000Z,beta_engine
5664,147018,19105,1689942CL6R0156661577860220,a42CL4R,2001-04-28T08:36:00.000Z,beta_engine
5665,180137,32831,3049042CL3R0156661577860220,a42CL7R,2001-12-29T19:07:00.000Z,beta_engine
5666,70679,42080,4741142CL4R0156661577860220,a42CL9R,2001-05-23T11:27:00.000Z,beta_engine
5667,81278,19918,4690642CL1R0156661577860220,a42CL5R,2001-12-29T09:10:00.000Z,beta_engine
5668,164035,9403,1211542CL7R0156661577860220,a42CL8R,2002-08-08T14:23:00.000Z,beta_engine
5669,119361,10563,1388242CL2R0156661577860220,a42CL7R,2002-02-01T19:03:00.000Z,beta_engine
5670,25576,5482,5214242CL8R0156661577860220,a42CL8R,2001-12-23T14:16:00.000Z,beta_engine
5671,73360,14692,3399942CL8R0156661577860220,a42CL8R,2001-11-26T14:56:00.000Z,beta_engine
5672,172126,10145,5215442CL9R0156661577860220,a42CL7R,2002-04-03T09:42:00.000Z,beta_engine
5673,193930,25416,1649142CL1R0156661577860220,a42CL1R,2001-09-02T06:11:00.000Z,beta_engine
5674,110923,26925,47642CL4R0156661577860220,a42CL5R,2001-10-10T11:34:00.000Z,beta_engine
5675,51196,19098,1732942CL8R0156661577860220,a42CL3R,2001-11-27T18:34:00.000Z,beta_engine
5676,107950,28906,2870542CL5R0156661577860220,a42CL8R,2002-04-03T04:45:00.000Z,beta_engine
5677,76898,6661,4150842CL2R0156661577860220,a42CL6R,2001-12-01T02:52:00.000Z,beta_engine
5678,125523,22683,4363242CL7R0156661577860220,a42CL3R,2002-01-29T17:02:00.000Z,beta_engine
5679,188640,2572,3972042CL4R0156661577860220,a42CL2R,2002-07-31T10:53:00.000Z,beta_engine
5680,136821,7440,3038742CL8R0156661577860220,a42CL7R,2002-05-28T18:48:00.000Z,beta_engine
5681,323683,25107,639042CL4R0156661577860220,a42CL8R,2001-07-19T00:40:00.000Z,beta_engine
5682,60618,12264,3221042CL2R0156661577860220,a42CL3R,2002-02-02T05:45:00.000Z,beta_engine
5683,149174,10909,5499942CL5R0156661577860220,a42CL4R,2001-09-08T10:19:00.000Z,beta_engine
5684,87575,54494,3001742CL6R0156661577860220,a42CL9R,2001-09-12T00:23:00.000Z,beta_engine
5685,199722,12205,526242CL5R0156661577860220,a42CL1R,2002-03-22T07:46:00.000Z,beta_engine
5686,144107,16086,282842CL4R0156661577860220,a42CL1R,2001-06-23T17:49:00.000Z,beta_engine
5687,68021,15362,635842CL7R0156661577860220,a42CL1R,2001-12-02T16:04:00.000Z,beta_engine
5688,87035,7556,1577742CL3R0156661577860220,a42CL5R,2001-07-05T15:49:00.000Z,beta_engine
5689,272827,42701,4008842CL2R0156661577860220,a42CL2R,2001-09-30T17:06:00.000Z,beta_engine
5690,280651,41176,4553042CL2R0156661577860220,a42CL9R,2001-09-17T15:51:00.000Z,beta_engine
5691,109129,14108,120242CL4R0156661577860220,a42CL8R,2002-03-06T21:51:00.000Z,beta_engine
5692,137554,44076,452142CL5R0156661577860220,a42CL4R,2001-10-26T01:43:00.000Z,beta_engine
5693,296701,2940,5907042CL9R0156661577860220,a42CL1R,2001-12-20T22:24:00.000Z,beta_engine
5694,247537,7699,3427242CL7R0156661577860220,a42CL5R,2001-07-24T22:02:00.000Z,beta_engine
5695,23650,2852,4966042CL2R0156661577860220,a42CL2R,2000-11-07T13:40:00.000Z,beta_engine
5696,57693,22343,804442CL5R0156661577860220,a42CL9R,2001-11-18T20:21:00.000Z,beta_engine
5697,72649,12390,1326842CL6R0156661577860220,a42CL7R,2002-10-03T01:25:00.000Z,beta_engine
5698,324665,20301,4649342CL4R0156661577860220,a42CL3R,2002-03-03T23:02:00.000Z,beta_engine
5699,97270,8464,2344942CL3R0156661577860220,a42CL4R,2001-06-07T11:57:00.000Z,beta_engine
5700,376117,17032,1909942CL6R0156661577860220,a42CL3R,2001-01-01T00:34:00.000Z,beta_engine
5701,158721,63954,4613742CL3R0156661577860220,a42CL5R,2001-12-10T18:21:00.000Z,beta_engine
5702,193698,8878,5431142CL8R0156661577860220,a42CL9R,2001-11-09T21:52:00.000Z,beta_engine
5703,23786,9866,2591942CL2R0156661577860220,a42CL6R,2002-02-03T05:36:00.000Z,beta_engine
5704,93440,11249,4198342CL8R0156661577860220,a42CL7R,2001-12-09T08:43:00.000Z,beta_engine
5705,53661,25161,1911242CL5R0156661577860220,a42CL2R,2001-09-05T08:29:00.000Z,beta_engine
5706,121132,19319,1875442CL2R0156661577860220,a42CL7R,2002-01-17T16:21:00.000Z,beta_engine
5707,239105,4975,386842CL2R0156661577860220,a42CL5R,2002-01-13T01:55:00.000Z,beta_engine
5708,190136,25093,6237842CL7R0156661577860220,a42CL6R,2002-03-01T05:39:00.000Z,beta_engine
5709,465642,13773,6072542CL2R0156661577860220,a42CL4R,2001-11-13T11:17:00.000Z,beta_engine
5710,120802,31736,979842CL9R0156661577860220,a42CL5R,2002-01-13T14:52:00.000Z,beta_engine
5711,149408,38415,5320942CL1R0156661577860220,a42CL7R,2001-01-23T05:22:00.000Z,beta_engine
5712,175210,20438,2336342CL7R0156661577860220,a42CL3R,2001-09-05T01:55:00.000Z,beta_engine
5713,161521,42694,4220042CL9R0156661577860220,a42CL1R,2002-05-04T22:57:00.000Z,beta_engine
5714,34851,13141,2973842CL1R0156661577860220,a42CL1R,2001-10-31T11:32:00.000Z,beta_engine
